,999_2N1_31,999_2N1_32,999_2N1_33,999_2N1_41,999_2N1_42,999_2N1_43,999_2N1_51,999_2N1_52,999_2N1_53,999_2N1_A1,999_2N1_A2,999_2N1_A3,999_2N1_N1,999_2N1_N2,999_2N1_N3,999_2N1_NA,999_2N1_NB,909_TPH_RAMEAL,999_FA1_P1,999_FA1_P2,999_HS1_L1,999_HS1_L2,999_HS1_L3,999_HS1_P1,999_HS1_PA,999_HS1_PB,999_HS1_PC,999_HS1_PD,999_HS1_PE,999_LQ1_T1,999_LQ1_T2,999_LQ1_T3,999_LQ1_T4,999_LQ1_T5,999_LQ1_T7,999_LQ1_T8,999_LQ1_TA,999_LQ1_TB,999_LQ1_TC,999_LQ1_TD,999_LQ1_TE,999_LQ1_TF,999_LQ2_F1,999_LQ2_F2,999_LQ2_F3,999_LQ2_T1,999_LQ2_T2,999_LQ2_T3,999_LQ2_T4,999_LQ2_T5,999_LQ2_T6,999_MD1_NA,999_MD1_NB,999_MD1_TA,999_MD1_TB,999_MD1_TU,999_MD1_TV,999_MD1_TW,999_MD1_TX,999_RM1_P3,999_RM1_T1,999_RM1_T2,999_SR1_NA,999_SR1_NB,999_SR1_TA,999_SR1_TB,999_SR1_TC,999_SR1_TD,999_SR1_TE,999_SR1_TF,999_SR1_TU,999_SR1_TV,999_SR1_TW,999_2N1_Z01,999_2N1_Z02,999_2N1_Z03,999_2N1_Z04,999_2N1_Z05,999_2N1_Z06,999_2N1_Z07,999_2N1_Z08,999_2N1_Z09,999_2N1_Z10,999_2N1_Z11,999_2N1_Z12,999_2N1_Z13,999_2N1_Z14,999_LQ1_F1,999_LQ1_F2,999_LQ1_PA,999_LQ1_PB,999_LQ1_PC,999_LQ1_PD,999_LQ1_PE,999_LQ1_PF,999_LQ1_PG,999_LQ1_PH,999_LQ1_PI,999_LQ1_PJ,999_LQ1_PK,999_LQ1_PL,999_LQ1_PM,999_LQ1_PN,999_LQ1_PO,999_LQ1_PP,999_LQ1_PQ,999_LQ1_PR,999_2N1_T7
2021-09-10 1:00,2.35,1.50999999,2.062499983,0.839999974,0.159999996,0.150000006,1.36500001,0.949999988,0.200000003,21.725,38.3,49.5,0.300000012,0.209999993,0.439999998,1.88,2.355,470.0405114,30.962655,9.733115,75.48223,80.181745,73.8515925,145,144.067825,143.098225,144.61695,145.071625,144.327175,38.70993,48.90046,43.86573844,56.42360687,57.29166,48.37963104,50.98379517,84.6209475,69.84953,77.66203308,73.09027863,71.75925,59.78009,59,96,95,53,58,58,61,53,56,0.6799584,0.6886387,36.40000153,45.70000076,53.90000153,54.5,55.4,43.79999924,40.2848175,38.9782575,74.5002675,4.271416,4.348854,38.60000229,62,67,75.6,83.3,103.8,55.20000076,55.79999924,58.2,8.039999962,8.28,7.320000172,7.619999886,6.8155,6.7175,6.932,6.873,5.11625,4.97525,4.68,4.41825,4.139,4.139,492.5926,541.304975,1.377315,67.726415,46.7664925,42.5889775,1.096643,76.47931,77.51013,72.37413,77.1122675,75.8644375,80.946185,71.270975,74.074075,72.24754,74.9602125,75.01447,77.6367225,6.860532,83.8
2021-09-10 2:00,2.430000017,1.55,2.079999924,0.839999974,0.1625,0.150000006,1.32,1.080000011,0.205000002,21.5,38.425,49.425,0.300000012,0.200000003,0.439999998,1.8725,2.3825,474.1811481,30.5030825,9.174974,74.60422,80.0145725,73.9080725,145,143.744275,142.697525,144.566325,145.175,144.30165,38.87268448,48.90046,43.98148346,56.42360687,57.17592621,48.37963104,50.98379517,84.60648,69.84953,77.66203308,73.03240204,71.64352,59.78009,59,96,95,53,58,57,60.25,51,55,0.679958401,0.6886387,36,45.40000153,54,54.62500172,55.5,43.90000153,40.08138,40.0644975,74.8864,4.1521195,4.14137625,38.5,61.90000153,66.90000153,75,82.90000153,103.8000031,55,55.60000229,57.92500114,8.03249999,8.279999733,7.320000172,7.619999886,6.81125,6.714,6.93025,6.871,5.11525,4.973,4.685,4.415,4.135,4.135,492.5926,541.659425,1.377315,62.518085,48.8642975,42.96875,1.096643,74.4357575,79.57176,73.1517625,75.30382,77.2026925,82.2482675,72.2113725,77.7633125,71.379485,73.1336775,72.717735,77.5824675,6.857639,83.8
2021-09-10 3:00,2.359999895,1.592500025,2.06,0.84,0.17,0.150000006,1.309999943,0.980000019,0.200000003,21.2,38.425,49.4,0.300000012,0.200000003,0.439999998,1.81,2.34,478.3703793,30.2710125,8.600073,73.3167025,80.895545,74.1499875,145,144.051175,143.022525,144.6415,145.092325,144.0627,39.03544,48.90045929,43.98148346,56.30786896,57.17592621,48.37963,50.98379517,84.66435,69.84953,77.66203308,73.09028,71.64352,59.72222137,59,96,95,53,58,57,61,53,56,0.6799584,0.6886387,35.79999924,45.20000076,54.10000229,54.70000076,55.5,43.90000153,40.3553525,45.1084225,74.451835,4.075181,4.22552875,38.5,61.90000153,66.80000305,74.80000305,82.7,104.2000046,55,55.60000229,58,8.039999962,8.279999733,7.320000172,7.619999886,6.81225,6.713,6.925,6.867,5.111,4.972,4.681,4.423,4.1125,4.1125,493.453425,542.2164,1.377315,69.3721075,42.9145,45.0123,1.096643,75.9548625,77.9441575,72.5007225,72.4826375,73.16985,78.4866825,72.3922175,76.91334,72.1932875,73.9836525,73.9113125,76.081455,6.85836225,83.8
2021-09-10 4:00,2.37,1.629999995,2.049999952,0.839999974,0.159999996,0.150000006,1.3,1.02,0.209999993,21.2,38.4,49.3,0.300000012,0.200000003,0.439999998,1.8125,2.41,470.632314,30.8995875,9.41705275,75.3841,80.1017325,72.63218,145,144.389975,143.2069,143.860075,144.3693,143.604525,38.7506175,48.78472137,43.80786896,56.30786896,57.11806,48.32175446,50.94039629,84.60648,69.748265,77.66203308,73.0324,71.64351654,59.72222137,59,96,95,53,58,57,61,53,56,0.6799584,0.6886387,35.5,45,53.90000153,54.525,55.29999943,43.72500038,39.891495,46.0591,76.220135,4.12044525,4.1768685,38.5,61.79999924,66.80000305,75,83.59999847,105.4000004,55.10000229,55.79999924,58.10000229,8.039999962,8.279999733,7.320000172,7.619999886,6.808,6.711,6.926,6.866,5.10925,4.972,4.67325,4.41825,4.128,4.128,492.39,540.5961,1.377315,65.59245,51.2514425,37.4168125,1.090856,77.2026925,78.3420075,69.86039,70.782695,73.82089,80.1323825,73.1879325,77.5462975,73.169855,71.84968,70.8912025,74.6889475,6.857639,83.7
2021-09-10 5:00,2.3925,1.549999952,2.059999943,0.839999974,0.16,0.150000006,1.289999962,1.002499998,0.200000003,20.825,38.4,49,0.300000012,0.200000003,0.439999998,1.83,2.3225,469.2315,30.7062875,9.3124225,74.934235,79.885585,74.095395,145,143.251975,142.37045,143.6298,144.0826,143.34655,37.91423416,48.72685242,43.69213026,56.25,57.11805725,48.32175,50.92592716,84.60648,69.7338,77.66203,73.0324,71.64351654,59.66435242,59,96,95,53,57,57,61,52,56,0.6799584,0.6886387,35.3,44.90000153,53.60000229,54.20000076,55,43.5,40.01356,43.727815,75.85849,3.97499425,4.088243,38.29999924,61.79999924,66.80000305,75.30000305,83.59999847,106.2000046,55.10000229,55.70000076,58.10000229,8.03,8.279999733,7.320000172,7.619999886,6.811,6.71225,6.92725,6.868,5.11,4.973,4.671,4.413,4.12475,4.12475,494.0104,541.86195,1.380208,64.7063075,46.3686375,43.42086,1.0973665,74.72511,76.7144125,70.8912025,74.8878725,74.7070325,81.2897875,70.80078,77.16652,73.2421875,76.6782425,73.6400475,78.4324375,6.857639,83.825
2021-09-10 6:00,2.470000029,1.669999957,2.119999886,0.839999974,0.159999996,0.150000006,1.34,0.949999988,0.19,22.2,39,50.2,0.300000012,0.200000003,0.439999998,1.86,2.24,473.3561364,30.68402,9.328297,79.68266,84.56128,81.6427,146,144.9052,143.9995,145.5592,146.2191,144.6585,38.07699,48.72685242,43.69213104,56.30787,57.11805725,48.32175446,50.92592621,84.89583,70.13889,77.7199,73.37963,71.75925446,59.72222137,59,96,95,53,58,57,61,51,56,0.6799584,0.6886387,35.3,45,54,54.7,55.5,43.9,39.96202,40.52273,76.32875,4.077784,4.084609,38.20000076,61.8,66.70000458,75.1,83.59999847,105.5999985,55,55.60000229,58,8.039999962,8.279999733,7.320000172,7.610000134,6.815,6.716,6.932,6.873,5.122,4.982,4.706,4.443,4.126,4.126,494.0104,542.8241,1.377315,62.35532,43.69213,46.80266,1.099537,75.59317,78.48669,70.96354,70.3125,70.45718,79.21007,68.43171,76.75058,72.48264,73.06134,75.30382,78.26968,6.860532,83.8
2021-09-10 22:00,2.349999905,1.679999948,2.059999943,0.83,0.18,0.159999996,1.399999976,1.06,0.200000003,22.7,38.5,49.9,0.280000001,0.23,0.430000007,2.05,2.52,449.9920801,30.80912,9.373782,78.30605,80.02717,75.17315,144,142.3609,141.3735,142.8996,143.5679,142.6707,37.6068,46.58565,41.37731,53.125,53.64583,46.29629517,48.4375,82.92824,67.82407,76.44675446,72.04861,70.13889,57.46528,57,96,94,50,50,43,49,52,50,0.6799584,0.6886387,29.8,35.5,48.1,48.6,49.20000076,39.3,40.43944,28.79986,78.58969,4.089168,4.171823,33,56.6,64.40000153,57.7,71,90.6,47.6,48,50.2,8.079999924,8.319999695,7.409999847,7.69,6.667,6.581,6.825,6.767,4.847,4.726,4.829,4.571,4.18,4.18,498.2639,534.5197,1.435185,54.75984,40.07523,50.41956,1.111111,73.13368,77.5463,70.3125,71.97627,66.6956,78.48669,74.5081,76.46123,72.69965,74.07407,68.14236,76.24421,6.828703,83.1
2021-09-10 23:00,2.339999971,1.475000021,2.082499979,0.850000024,0.170000002,0.159999996,1.337500032,0.99000001,0.2125,22.3,38.8,50.025,0.280000001,0.200000003,0.44,1.8925,2.58,470.3004353,31.2043975,9.91804775,76.92357,78.73452,72.4031275,144,143.4912,142.4756,143.762025,144.217175,143.464225,38.71445,48.1047469,42.8385375,54.86110765,55.43981171,47.4537,49.94213026,83.7963,68.75,77.08332825,72.74306,71.00694,58.65161705,57,96,94,51,52,48,52,51,51,0.6799584,0.6886387,33.10000057,41.925,53,53.5,54.40000153,42.9,40.07053,39.87062,75.4761775,3.9265465,3.97972525,35.40000038,59.3,64.90000153,63.425,75.7,96.1,51.225,51.725,53.925,8.050000191,8.300000191,7.340000153,7.6225,6.68025,6.589,6.826,6.773,4.87625,4.753,4.826,4.576,4.2115,4.2115,497.4537,540.7986,1.41493,57.27358,49.2621575,46.2420475,1.10243,80.8557625,79.3004925,75.0506375,71.5241625,75.15914,79.8972775,71.6507575,81.1812825,73.549625,73.368775,72.04861,78.938805,6.854745,83.6
2021-09-11 0:00,2.359999895,1.470000029,2.06,0.84,0.159999996,0.159999996,1.325000039,0.959999979,0.200000003,22.1,38.5,49.825,0.280000001,0.200000003,0.449999988,1.93,2.41,481.8453204,31.3235875,10.0896725,76.681265,78.415865,71.6559275,145,143.88945,142.8484,144.332025,144.815825,143.82255,39.36095,48.72685242,43.51851741,55.55555725,56.19213104,48.0324,50.63657,84.25926,69.27083,77.43054962,73.09028,71.35416,59.20138662,58,96,94,52,53,50.25,54,51,50,0.6799584,0.6886387,34.20000076,44.29999943,53.5,54.10000229,55,43.29999924,39.4927375,42.9103375,75.3104825,4.090561,4.15715425,36.7,60.40000153,65.20000458,67.2,77.59999886,98,52.70000076,53.29999924,55.60000057,8.039999962,8.289999962,7.320000172,7.612500072,6.71325,6.61,6.848,6.788,4.92825,4.79125,4.79825,4.55775,4.218,4.218,496.0359,543.0266,1.394676,63.241465,47.5622075,41.5581625,1.099537,77.51013,80.403645,75.5570075,76.642075,74.345335,81.3259575,73.09751,76.85908,72.1752025,75.66551,74.4900175,79.662185,6.863426,83.8
2021-09-11 1:00,2.44,1.54,2.07,0.8425,0.159999996,0.159999996,1.309999943,1,0.200000003,22.7,39.225,51.025,0.289999992,0.200000003,0.449999988,1.8425,2.44,485.5592141,31.5122725,10.1277025,81.2232775,82.82863,75.943925,144,143.950425,143.09665,144.1,144.5448,143.41155,39.50562286,49.0162,43.86574,55.84490204,56.48148346,48.14815,50.81018066,84.89583,70.08102,77.66203308,73.37963026,71.64351654,59.60648,57.25,96,94.25,53,54,53,56,50,51,0.6799584,0.6886387,34.20000076,44.60000229,53.5,54.10000229,55,43,39.9430325,42.8553275,76.15773,3.9691955,3.98521125,36.9,60.5,65.20000458,69.3,79.225,98.22500343,53.20000076,53.79999924,56.10000229,8.029999733,8.28,7.320000172,7.610000134,6.7375,6.627,6.86925,6.801,4.9845,4.827,4.76825,4.52825,4.217,4.217,495.478925,543.88745,1.388889,57.2735825,47.5622125,41.9921875,1.096643,84.8705125,79.680265,74.074075,70.1859075,69.9688925,79.5175075,71.19864,83.2429125,74.7070325,75.1591425,72.12095,74.18258,6.872106,84
2021-09-11 2:00,2.440000043,1.472500012,2.079999924,0.85,0.159999996,0.159999996,1.330000043,0.920000017,0.219999999,23.1,39.4,50.975,0.289999992,0.200000003,0.449999988,1.83,2.37,477.1854223,31.3180425,9.8007605,79.722675,82.831555,74.632005,143.75,142.908725,141.813575,143.3906,144.17815,143.380175,39.66838074,49.07407,43.98148346,55.90277863,56.59722137,48.20602,50.92592621,85.06944,70.19675,77.71990204,73.32175334,71.75925446,59.66435,57,96,95,53,55,53,56,51,52,0.6799584,0.6886387,33.875,44.5,53.5,54.10000229,55,42.70000076,40.545235,41.875485,76.5034375,3.94897425,4.090624,36.5,60.40000153,65.09999847,70.59999847,80.1,98.5,53.2,53.79999924,56.10000229,8.03,8.28,7.320000172,7.610000134,6.7545,6.638,6.87775,6.809,5.0125,4.849,4.75875,4.49675,4.1955,4.1955,494.6181,543.533025,1.385995,54.9225975,42.733655,44.722945,1.099537,75.177225,76.5878125,69.6433775,76.2080425,73.8932275,86.8778975,72.3379625,80.58449,75.7921,75.81018,74.6166075,81.2717,6.872106,84
2021-09-11 3:00,2.339999914,1.58,2.09,0.829999983,0.170000002,0.150000006,1.350000024,1.090000033,0.200000003,21.3,37.7,48.3,0.300000012,0.21,0.449999988,1.87,2.49,455.4599238,31.71313,10.22755,74.28581,75.57053,71.40518,144,142.3998,141.4039,142.2807,142.9744,142.002,38.40250015,47.62731,42.65046,54.45602,55.09259,47.04861,49.53703,83.68056,68.69213,77.25694,72.33796,70.77546,58.50694,58,96,95,53,55,51,56,50,52,0.6799584,0.6886387,32,42.5,49.1,49.6,50.3,39.7,39.16994,35.44904,77.64486,3.996898,4.083463,35.29999924,59.20000076,63.79999924,72.80000305,82.9,101,51.5,52.10000229,54.40000153,8.039999962,8.289999962,7.35,7.630000114,6.76,6.646,6.885,6.816,5.027,4.863,4.69,4.442,4.135,4.135,496.0359,537.963,1.417824,60.04051,49.18982,43.11343,1.105324,74.65278,74.5081,70.16782,72.12095,72.12095,80.94618,69.37211,73.71239,71.18056,72.12095,73.78472,75.37616,6.831597,83.2
2021-09-11 4:00,2.38,1.5,2.07,0.839999974,0.159999997,0.150000006,1.32,1.04,0.200000001,21.625,37.8,48.8,0.3,0.200000003,0.442499997,1.9325,2.4475,478.3421787,32.02365,10.556,75.2815825,75.1224175,70.03481,145,143.475225,142.537475,144.0774,144.73305,143.6608,39.19819641,48.61110687,43.22916412,55.57002655,56.30786896,47.81539629,50.40509033,84.08565,69.03935,77.54629517,72.91666,71.29629517,59.14351654,57.25,96,95,53,55,54,58,51,53,0.6799584,0.6886387,32.20000076,42.5,49.79999924,50.4,51.20000019,40.10000229,38.773905,40.515425,74.00631,4.18568125,4.3075105,35.10000229,58.79999924,64,72.2,80.8,95.70000458,51.5,52.10000229,54.40000153,8.039999962,8.28,7.329999924,7.62,6.761,6.644,6.891,6.81625,5.035,4.86525,4.72425,4.45625,4.163,4.163,495.732075,541.86195,1.400463,59.1001175,45.120805,46.44097,1.10026025,80.2228,80.7834175,71.9762725,79.0473125,74.7793675,79.083475,75.972945,78.088835,72.98901,78.685615,75.4846625,79.86111,6.857639,83.625
2021-09-11 5:00,2.480000019,1.59,2.05,0.829999983,0.159999996,0.150000006,1.340000033,1.08,0.200000003,21.925,38.225,49.6,0.289999994,0.200000003,0.439999998,1.99,2.535,486.426321,31.93397,10.4839925,75.341145,74.685575,70.1047225,145,144.1386,143.28705,144.07315,144.5315,143.883675,39.36095428,48.78472137,43.46064758,55.84490204,56.53935242,48.03240204,50.63657379,84.54861,69.56018,77.66203,73.0324,71.46990204,59.375,58,96,94,53,55,54,59,50,53,0.679958403,0.6886387,32.10000229,42.40000153,50.10000229,50.70000076,51.525,40.20000076,38.9420825,40.81059,75.611925,4.22428175,4.380294,34.90000153,58.60000229,63.90000153,72.5,81.3,93.72500343,51.40000153,52,54.3,8.029999733,8.28,7.320000172,7.619999886,6.779,6.653,6.9,6.823,5.058,4.87925,4.729,4.448,4.20425,4.20425,494.719375,543.2292,1.388889,60.5830475,44.19849,43.258105,1.10243,76.8771675,78.595195,74.960215,76.33463,75.6655125,85.069445,72.826245,78.3058375,70.6741875,77.90799,75.846355,79.8972775,6.869213,83.9
2021-09-11 6:00,2.460000038,1.5625,2.064999981,0.829999983,0.159999996,0.150000006,1.28,0.909999999,0.189999998,22.3,38.5,49.9,0.29,0.200000003,0.44,1.975,2.5625,481.203116,32.0785775,10.531805,75.588575,76.1634125,70.4700675,145,144.02495,143.242625,144.3009,144.721925,143.613275,39.50562286,48.90045929,43.46065,55.90278,56.71295929,48.09028,50.69444275,84.60648,69.748265,77.66203308,72.97453,71.52777863,59.43286896,58,96,95,53,55,54,60.25,51,53,0.679958403,0.6886387,31.80000114,42.20000076,50,50.60000229,51.40000153,39.90000153,38.980065,41.557725,76.651965,4.35211025,4.43403275,34.90000153,58.60000229,63.90000153,73.59999847,82.59999847,94.20000458,51.5,52.10000229,54.40000153,8.029999733,8.289999962,7.320000172,7.619999886,6.78525,6.66,6.905,6.828,5.073,4.891,4.69825,4.429,4.18,4.18,494.6181,543.88745,1.388889,66.3700775,49.5695925,47.0920175,1.10243,79.13773,82.9173925,71.0177925,79.3728325,71.976275,83.568435,71.9401075,82.1940125,74.6527725,73.2060175,74.616605,82.75463,6.872106,84
2021-09-11 7:00,2.47,1.51749999,2.059999943,0.839999974,0.159999996,0.159999996,1.309999943,0.94,0.200000003,22.425,38.6,50.1,0.3,0.200000003,0.439999998,1.9625,2.535,482.9785715,31.97434,10.50869,75.8097275,76.4062075,71.8447775,145,144.555225,143.514675,144.497875,145.06895,144.23145,39.50562286,48.90045929,43.46065,55.96065,56.77082825,48.09028,50.69444275,84.693285,69.8639975,77.66203308,73.0324,71.52778,59.43287,58,96,94,53,56,55,61,51,52.25,0.679958403,0.6886387,31.5,41.90000153,50.22500038,50.72500038,51.62500172,40.12500172,39.1075525,42.4899775,76.0544075,4.282252,4.36654875,35.29999924,58.90000153,64.20000458,74.02499962,82.8,94.1,51.70000076,52.29999924,54.62500172,8.03,8.289999962,7.320000172,7.619999886,6.7925,6.67,6.911,6.837,5.08625,4.911,4.70475,4.428,4.17225,4.17225,494.6181,543.2292,1.388889,61.9393825,45.4463275,42.7336525,1.10243,77.43779,77.2388625,71.9220225,74.90596,76.0995375,84.056715,71.903935,81.45255,74.3634225,76.0814525,75.3580725,79.73452,6.8728295,84
2021-09-11 8:00,2.400000095,1.549999952,2.089999936,0.839999974,0.16,0.159999996,1.3125,1.090000008,0.200000003,22.8,38.9,50.5,0.3,0.200000003,0.44,2.01,2.46,481.0493266,31.65642,9.99801225,75.86401,77.249625,71.55785,145,144.555375,143.40945,144.799925,145.301025,144.5291,39.50562286,48.95832825,43.51851741,56.01851654,56.82870483,48.14815,50.75231171,84.83797,69.9363375,77.71990204,73.0324,71.58565,59.49074,58,96,94,53,56,55,61,52,54,0.6799584,0.6886387,32.4,42.4,51.5,52.10000229,53,41.5,39.552415,43.63813,76.0744375,4.543075,4.59882425,36.42500114,59.90000038,64.90000153,74.40000153,82.90000153,94.3,52.5,53.10000229,55.40000153,8.039999962,8.28,7.320000172,7.619999886,6.79825,6.67825,6.919,6.843,5.1015,4.92,4.6985,4.42,4.185,4.185,494.77,544.0394,1.385995,66.51475,47.38137,40.9975425,1.10243,74.851705,78.6313675,73.83898,77.8537325,74.0559925,84.092875,74.8155375,80.313225,73.80281,76.91334,74.508095,79.8611075,6.877893,84.025
2021-09-11 9:00,2.462500029,1.59,2.089999914,0.839999974,0.159999996,0.159999996,1.29,0.925,0.19,22.1,38.7,50,0.29,0.200000003,0.449999988,1.89,2.425,480.5020559,31.070735,9.53912775,73.8034925,76.261505,70.37434,146,144.705225,143.373075,145.107125,145.5544,144.615875,39.66838074,49.01620483,43.69213104,56.13425446,57.00231043,48.20602,50.83911705,84.66435,69.79166,77.71990204,72.97453,71.64351654,59.60648346,58,96,94,53,56.25,56,61,53,54,0.6799584,0.6886387,33.9,43.5,53.4,53.925,54.825,43.425,39.9321825,45.32702,74.556335,4.26715175,4.41035775,38.20000019,61.525,66,74.30000305,82.5,93.525,53.79999943,54.4,56.625,8.03,8.28249999,7.320000172,7.619999886,6.806,6.694,6.92,6.851,5.09825,4.9345,4.69425,4.428,4.1755,4.1755,494.6181,544.0394,1.3867185,65.6647875,50.6546625,41.72092,1.099537,75.9910325,78.9388025,70.7646125,77.3111975,72.82624,85.0332775,71.451825,80.27705,70.2039925,73.82089,74.598525,77.9984125,6.875,84
2021-09-11 10:00,2.470000007,1.5,2.089999914,0.829999983,0.159999997,0.150000006,1.320000052,1.090000008,0.202500001,22.425,38.7,50.1,0.300000003,0.200000003,0.449999988,2.04,2.385,486.2080654,30.81556,9.5747325,75.063185,76.50789,71.5795775,145,144.40495,143.2835,144.683975,145.2175,144.76295,39.83113861,49.18981,43.86573792,56.25,57.06018066,48.37963,50.98379517,84.66435,69.79166,77.7199,73.0324,71.64352,59.67881931,59,96,94,53,57,57,61,53,53,0.6799584,0.6886387,36,45.22500038,55.92500114,56.5,57.40000153,45.825,39.5632725,48.45769,76.1911025,4.37914975,4.461338,40.025,63.29999924,67.20000458,74.5,82.72500343,94.125,55.40000153,56,58.20000076,8.039999962,8.289999962,7.320000172,7.630000114,6.81925,6.709,6.933,6.861,5.121,4.95,4.72425,4.454,4.195,4.195,494.06105,544.90015,1.385995,67.6179125,41.4496525,45.681425,1.099537,77.25694,78.468605,74.83362,76.063365,74.508095,81.6153075,73.9113125,79.3004925,77.5462975,76.67824,71.79543,78.25159,6.87572325,84
2021-09-11 11:00,2.450000012,1.480000019,2.04,0.819999995,0.159999996,0.150000006,1.340000033,0.949999988,0.189999998,22.4,37.95,49.1,0.289999992,0.209999993,0.44,2.02,2.4325,472.2197596,31.0230025,10.2463225,81.2541725,84.9144675,78.033325,141,140.701875,139.5473,140.676275,141.065025,140.183825,39.99388885,49.18981171,43.98148346,56.30786896,57.11805725,48.37963,50.98379517,84.5052075,69.27083,77.7199,73.2638855,71.64351654,59.72222,59,96,94,53,58,58,61,52,53,0.6799584,0.6886387,37.62500172,46.92500114,56.70000076,57.29999943,58.12500172,46.62500172,38.0116625,49.8981875,77.824725,4.16193225,4.22924325,41.40000153,64.80000076,68.5,75.40000153,83.70000458,95.9,57,57.5,59.79999924,8.029999733,8.28,7.329999924,7.619999886,6.817,6.712,6.931,6.864,5.119,4.962,4.75225,4.4815,4.16225,4.16225,493.25085,543.6343,1.380208,60.275605,44.6686875,43.457035,1.10243,69.95081,72.8985825,63.5308125,70.638025,71.8316025,76.89525,71.3252275,72.37413,68.088105,71.2348075,69.44444,76.85908,6.863426,83.8
2021-09-11 12:00,2.43750005,1.53249999,2.079999924,0.850000006,0.16,0.152500004,1.33,1,0.2,21.9,38.6,49.125,0.300000012,0.209999993,0.449999988,1.8325,2.2725,470.0495594,30.6590525,9.35897775,78.34555,81.339145,75.8832075,144,143.104425,142.07625,143.265025,143.900375,143.083425,39.99388885,49.24768066,44.15509,56.42360687,57.13252655,48.49536896,51.04166412,84.66435,69.7338,77.83564758,73.37963,71.75925,59.78009033,59,96,94,53,58,58,61,53,54,0.6799584,0.6886387,38.70000076,47.70000076,57.8,58.4,59.20000019,47.8,40.2468425,46.837645,77.5902925,4.23049975,4.289345,42,65.40000153,68.625,76,84.5,96.225,57.70000019,58.29999943,60.6,8.0299998,8.279999733,7.320000172,7.619999886,6.83125,6.731,6.939,6.877,5.12925,4.986,4.75,4.48325,4.159,4.159,494.314275,544.1913,1.38165475,64.23611,49.7323525,42.46238,1.10243,74.598525,74.2006625,71.27098,75.5027475,72.1932875,76.7144075,69.8242175,78.03458,70.99971,73.7485575,74.526185,74.7432025,6.87572325,83.9
2021-09-11 13:00,2.390000026,1.539999962,2.099999905,0.850000024,0.17,0.159999996,1.309999943,1,0.200000003,21,38.9,49.7,0.300000012,0.200000003,0.449999988,1.7425,2.1625,481.1268889,30.3310925,8.8752035,77.6106275,81.1431075,77.126605,145,144.7239,143.61175,144.6885,145.131175,144.344825,40.13856506,49.32002655,44.27083,56.53935,57.34953308,48.61110765,51.21527863,84.83797,69.84953,77.83564758,73.49537,71.81713104,59.9537,59,95.25,94,53,58,58,61,53,54,0.581581414,0.6886387,39.40000038,48.8,59.5,60.1,60.90000153,48.90000153,40.35264,48.89246,75.2300425,3.869428,3.971759,42.6,66,69.7,75,82.80000305,93.125,58.40000038,59,61.20000076,8.039999962,8.279999733,7.320000172,7.610000134,6.827,6.732,6.94,6.878,5.124,4.98625,4.724,4.487,4.15125,4.15125,493.453425,543.735575,1.380208,63.4584725,45.3016525,42.679395,1.099537,77.5824675,78.4866825,73.151765,70.63802,72.844325,83.51418,72.66348,75.7740175,73.6400475,74.07407,72.681565,78.92072,6.88368,84.1
2021-09-11 14:00,2.3825,1.53,2.079999943,0.850000024,0.159999996,0.150000006,1.27,1.070000013,0.19,21.1,38.8,49.6,0.300000012,0.200000003,0.449999988,1.8,2.2275,481.5733658,30.36947,9.08236325,77.6827525,80.798695,76.9310025,145,144.477975,143.324225,144.1668,144.777225,144.10365,40.30132294,49.47916,44.38657,56.59722137,57.40740204,48.66898346,51.27314758,84.78009,69.79166,77.71990204,73.49537,71.81713104,60.01157,59,96,94,53,58,58,61,53,52,0.6799584,0.6886387,39.79999924,49.5,59.79999924,60.40000153,61.20000076,49.20000076,39.9213325,50.38034,76.3787375,3.908626,3.9385255,42.8,66.30000305,70,75.80000305,83.625,94.30000305,58.79999924,59.40000153,61.70000076,8.039999962,8.279999733,7.320000172,7.610000134,6.832,6.737,6.94025,6.881,5.137,4.99525,4.74825,4.493,4.15725,4.15725,493.6053,543.684925,1.374421,62.78935,44.9399625,48.4483525,1.096643,79.96962,74.2910875,67.78067,74.7251175,74.2368325,82.23018,74.43576,78.7760425,70.9816275,75.5750925,75.249565,80.403645,6.88368,84.1
2021-09-11 15:00,2.470000029,1.5,2.094999974,0.85,0.16,0.150000006,1.2825,1,0.19,21.9,38.8,50.125,0.300000012,0.209999993,0.449999988,1.9025,2.2925,480.8714139,30.3334825,8.863997,77.598655,80.409515,76.78992,145,144.095375,143.028325,144.264225,144.633125,144.174875,40.30132294,49.53703308,44.44444,56.71295929,57.46527863,48.72685,51.33101654,84.83797,69.84953,77.83565,73.55323792,71.875,60.06944,59,96,94,53,58.25,58,62,53,54,0.6799584,0.6886387,39.90000153,49.70000076,59.8,60.40000153,61.20000076,49.10000229,39.91862,50.5348475,75.9921925,3.898949,4.057288,42.79999924,66.40000038,70.09999847,75.90000153,83.59999847,94.1,59,59.60000229,62,8.039999962,8.28,7.320000172,7.610000134,6.83825,6.74,6.943,6.883,5.137,4.999,4.751,4.48825,4.171,4.171,493.706575,544.697625,1.374421,63.783995,41.8656,44.813365,1.099537,78.1430825,77.8356475,69.1189275,70.3667525,70.9997075,77.76331,70.1859075,77.9984125,74.2187475,77.43779,75.5750925,75.50275,6.88368,84.1
